,Player,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,PAtt,PrgP,Carries,PrgC,DAtt,Succ,PCmp%,#,Nation,Pos,Age,Team,annual_wages,total_transfers
135,Joachim Andersen,5646,1,4,0,0,21,6,11,1,4889,63,81,53,1.9,1.9,2,63,7,3520,4344,195,2908,34,20,16,0.810313076,16,DEN,CB,25-075,Crystal Palace,3640000,255.145
136,Theo Hernandez,5644,12,10,1,2,87,26,16,2,4347,101,57,45,7.9,6.9,10.5,198,28,2931,3632,249,2490,266,204,122,0.806993392,19,FRA,LB,23-321,Milan,1920000,851.405
137,Gianluca Mancini,5640,4,2,0,0,51,17,26,1,4328,91,110,76,5.1,5,1.1,69,9,3264,3784,287,2497,72,24,19,0.862579281,23,ITA,CB,25-127,Roma,3700000,1045.163
138,Benjamin Andre,5637,2,2,0,0,37,12,22,1,4617,237,126,88,3.1,3.1,1.9,120,10,3107,3806,378,2625,66,69,49,0.816342617,21,FRA,CM,31-005,Lille,1560000,675.665
139,Rodri,5632,9,4,1,1,76,21,11,0,6253,144,64,51,4.4,3.6,2.6,178,15,5185,5688,512,3958,85,55,40,0.911568214,28,ESP,RW,21-090,Betis,6300000,385.32
140,Frenkie de Jong,5630,6,7,0,0,34,13,12,1,4928,79,58,39,9.7,9.7,9.3,172,18,4079,4501,444,3411,173,127,109,0.906243057,21,NED,RM,24-095,Barcelona,29170000,1752
141,Sadio Mane,5629,27,9,0,0,192,71,8,0,3004,81,23,60,31.5,31.5,12.3,255,29,1630,2182,242,2088,247,221,129,0.747021082,10,SEN,LW,29-126,Liverpool,5200000,852.97
142,Jean-Louis Leca,5626,0,0,0,0,0,0,5,1,1901,3,2,1,0,0,0.1,8,2,1253,1759,0,976,0,0,0,0.712336555,16,FRA,GK,35-321,Lens,340000,57.6
143,Antonio Candreva,5624,12,18,3,4,127,37,7,1,4154,55,42,47,10.4,7.3,13,257,31,2389,3588,397,2570,227,102,50,0.665830546,87,ITA,RM,34-176,Sampdoria,2410000,462.381
144,Tommaso Augello,5611,2,4,0,0,15,4,2,1,3944,78,61,41,0.6,0.6,5.8,105,7,2614,3429,247,2082,165,98,54,0.762321376,3,ITA,LB,26-358,Sampdoria,460000,462.381
145,Yann Sommer,5592,0,1,0,0,0,0,3,1,2828,1,5,0,0,0,0.4,2,1,2113,2682,4,1765,0,0,0,0.787844892,1,SUI,GK,32-239,M'Gladbach,2200000,247.63
146,Morten Thorsby,5591,6,2,0,0,49,16,20,0,2656,122,50,88,6.4,6.4,2,87,4,1442,1978,168,1092,37,45,27,0.729019211,2,NOR,CM,25-110,Sampdoria,640000,462.381
147,Eric Dier,5591,0,0,0,0,27,6,4,0,4667,38,50,74,2.5,2.5,1.2,54,5,3549,4143,168,2986,34,6,4,0.856625634,15,ENG,CB,27-212,Tottenham,3760000,699.47
148,Romain Thomas,5587,6,0,0,0,28,10,14,1,3984,96,94,70,4.7,4.7,0.1,34,2,2891,3384,154,2419,8,6,4,0.854314421,24,FRA,CB,33-057,Angers,630000,150.1
149,Raul Albiol,5580,0,0,0,0,13,2,15,0,4126,48,43,56,1.2,1.2,1,28,3,3168,3625,226,2474,30,10,7,0.873931034,3,ESP,CB,35-346,Villarreal,4790000,503.3
150,Maximilian Arnold,5579,7,8,0,0,94,30,11,1,4122,84,86,67,4.1,4.1,8.8,214,16,2776,3533,351,2043,48,33,29,0.785734503,27,GER,DM,27-079,Wolfsburg,5500000,323.78
151,Jon Moncayola,5575,4,3,0,0,79,22,9,1,3112,101,43,53,3.1,3.1,2.7,112,7,2038,2576,242,1483,46,34,21,0.791149068,7,ESP,CM,23-093,Osasuna,500000,36.05
152,Romain Faivre,5575,16,10,6,6,114,40,1,0,3705,94,46,45,14.9,10.1,12.4,286,29,2320,2935,373,2398,304,262,154,0.790459966,21,FRA,AM,23-024,Brest,1200000,73.8
153,Cheick Doucoure,5573,3,5,0,0,66,16,15,1,3938,162,120,50,2.4,2.4,4.5,166,16,2908,3357,445,2432,99,79,61,0.866249628,28,MLI,CM,21-212,Lens,210000,57.6
154,Marten de Roon,5569,4,1,0,0,40,8,15,2,4443,149,114,80,2.4,2.4,1.1,112,10,3299,3895,421,2502,56,26,17,0.846983312,15,NED,CM,30-176,Atalanta,1850000,633.372
155,Jonathan Clauss,5567,8,17,0,0,74,29,5,0,3956,106,118,67,4.5,4.5,13.9,241,35,2231,3284,253,1935,212,109,51,0.679354446,11,FRA,WB,28-317,Lens,340000,57.6
156,Harry Maguire,5562,3,1,0,0,59,19,20,1,4411,63,92,64,3.7,3.7,0.4,62,7,3311,3828,309,2602,64,19,12,0.864942529,5,ENG,CB,28-162,Manchester Utd,9880000,947.13
157,Ciro Immobile,5560,47,8,11,17,221,94,8,1,2417,24,9,20,41.4,28.2,9,190,30,1332,1781,138,1425,126,87,46,0.747894441,17,ITA,FW,31-182,Lazio,7410000,346.366
158,Thomas Foket,5559,1,3,0,0,14,6,9,0,3547,105,102,54,0.8,0.8,2.6,84,6,2340,2999,174,1909,124,56,31,0.780260087,32,BEL,RB,26-317,Reims,720000,131.05
159,Sven Botman,5559,3,1,0,0,31,10,6,0,4668,55,83,63,2.7,2.7,0.4,39,4,3589,4130,262,2911,36,14,12,0.869007264,4,NED,CB,21-208,Lille,1020000,675.665
160,Bartosz Bereszynski,5553,1,3,0,0,9,1,14,0,3727,130,84,78,0.6,0.6,2.4,91,8,2454,3102,208,1814,94,80,45,0.791102515,24,POL,RB,29-042,Sampdoria,830000,462.381
161,Julien Laporte,5550,2,0,0,0,25,4,15,1,3639,128,119,71,2.6,2.6,0.7,37,3,2463,2960,156,2073,29,14,11,0.832094595,15,FRA,CB,27-277,Lorient,440000,53.5
162,Jarrod Bowen,5545,20,15,0,0,134,50,6,0,2263,62,43,48,18.5,18.5,10.9,177,31,1067,1615,110,1321,157,155,86,0.660681115,20,ENG,RW,24-238,West Ham,5000000,594.61
163,Gregor Kobel,5535,0,0,0,0,0,0,0,0,2402,2,3,0,0,0,0.1,7,1,1849,2246,1,1362,0,1,1,0.823241318,1,SUI,GK,23-251,Dortmund,750000,1092.74
164,Franck Kessie,5534,19,4,13,16,67,16,10,0,4025,94,69,86,18.6,5.8,4.4,152,10,2955,3364,301,2314,100,99,76,0.878418549,79,CIV,DM,24-267,Milan,4070000,851.405
165,Bukayo Saka,5531,16,10,2,2,156,49,7,0,3134,65,47,49,17.3,15.7,11.8,266,30,1751,2357,202,1938,225,189,89,0.742893509,7,ENG,LW,19-342,Arsenal,1560000,922.52
166,Koke,5529,2,4,0,0,29,13,15,0,4758,119,60,56,2.8,2.8,4.3,146,17,3683,4255,447,2623,67,54,39,0.865569918,6,ESP,CM,29-219,Atlético Madrid,16000000,1271.6
167,Joao Cancelo,5526,3,10,0,0,116,34,12,1,6190,151,100,48,5.1,5.1,9.7,208,30,4624,5493,557,3883,205,187,103,0.841798653,27,POR,RB,27-080,Manchester City,4160000,1252.81
168,Marcelo Brozovic,5518,4,7,0,0,57,17,16,1,5460,131,77,71,2,2,6.2,196,23,4413,4905,503,3307,86,49,38,0.89969419,77,CRO,DM,28-278,Inter,6480000,1112.366
169,Lewis Dunk,5504,6,0,0,0,51,21,8,3,4708,40,59,61,3.3,3.3,1.7,46,3,3726,4198,165,2820,41,12,10,0.887565507,5,ENG,CB,29-266,Brighton,2340000,447.14
170,Amine Gouiri,5501,22,16,7,9,147,62,8,0,2914,53,28,44,26.3,19.3,13.1,266,31,1657,2205,182,1866,180,224,114,0.751473923,11,ALG,FW,21-173,Nice,420000,348.652
172,Douglas Luiz,5496,2,5,0,0,49,16,17,1,3549,108,77,82,2.7,2.7,4,141,16,2507,2995,236,1922,75,75,47,0.83706177,6,BRA,CM,23-104,Aston Villa,1700000,523.44
173,Florian Muller,5490,0,0,0,0,0,0,0,0,2513,0,2,2,0,0,0,13,4,1765,2347,0,1364,0,1,1,0.75202386,1,GER,GK,23-274,Stuttgart,270000,175.73
174,Jordan Ferri,5488,0,5,0,0,18,4,19,1,4682,113,38,51,0,0,5,154,11,3532,4204,482,3210,114,81,51,0.840152236,12,FRA,DM,29-149,Montpellier,1440000,160.75
175,Karim Benzema,5487,50,21,8,12,239,100,2,0,3034,19,12,19,42.3,32.8,14.2,226,40,2072,2480,291,1833,195,113,75,0.835483871,9,FRA,FW,33-238,Real Madrid,24000000,1178.05
176,Jack Harrison,5486,16,9,0,0,88,36,5,0,2992,120,36,65,10,10,9.4,203,19,1434,2227,187,1791,228,192,96,0.643915581,22,ENG,LM,24-267,Leeds United,780000,165.7
177,Xavier Chavalerin,5484,5,5,0,0,56,16,12,0,2745,145,87,77,3,3,6.8,98,12,1704,2162,206,1525,34,55,34,0.788159112,7,FRA,CM,30-154,Reims,280000,131.05
178,Manuel Neuer,5480,0,0,0,0,0,0,1,0,2667,2,2,0,0,0,0.3,11,2,2231,2575,13,1515,0,0,0,0.866407767,1,GER,GK,35-139,Bayern Munich,20000000,597.25
179,Casemiro,5470,7,7,0,0,87,20,22,1,4723,163,108,115,8.5,8.5,5.1,120,18,3325,3958,297,2513,43,50,32,0.840070743,14,BRA,CM,29-172,Real Madrid,9850000,1178.05
180,Stefan Mitrovic,5451,2,0,0,0,16,5,11,2,2628,52,53,51,1.4,1.4,0.2,29,1,1822,2180,77,1371,9,4,4,0.835779817,23,SRB,CB,31-083,Getafe,250000,146.8
181,Lukas Hradecky,5445,0,0,0,0,0,0,2,0,2785,1,1,0,0,0,0,6,0,2047,2657,2,1661,0,0,0,0.770417764,1,FIN,GK,31-263,Leverkusen,2400000,585.95
182,Chris Wood,5435,17,3,3,3,118,54,1,0,1824,21,3,32,20.6,18.2,3.5,106,14,772,1300,61,819,27,39,13,0.593846154,9,NZL,FW,29-250,Burnley,2600000,257.44
183,Moussa Niakhate,5433,7,1,3,3,19,8,11,1,3719,82,99,68,6.1,3.7,2.6,80,5,2341,3178,229,1803,74,37,23,0.736626809,19,SEN,CB,25-160,Mainz 05,760000,223.85
184,Mathias Olivera,5417,1,3,0,0,43,11,16,0,3337,140,86,78,4.7,4.3,4.5,126,4,1800,2598,203,1394,122,91,53,0.692840647,17,URU,"LB,CB",23-286,Getafe,620000,146.8
185,Nabil Fekir,5416,11,14,1,3,167,56,12,2,3552,88,15,45,11.4,9.1,12.2,318,38,2255,2816,323,2222,220,240,167,0.80078125,8,FRA,AM,28-027,Betis,6900000,385.32
186,Jonathan Bamba,5413,7,11,0,0,111,32,5,0,3583,75,45,48,6.9,6.9,8.6,210,23,2171,2828,244,2366,204,222,86,0.767680339,7,CIV,"LM,AM",25-135,Lille,1440000,675.665
187,Leandro Trossard,5412,13,8,1,1,131,49,4,0,2936,67,41,67,11.5,10.7,9.7,223,24,1714,2282,296,1856,170,148,95,0.75109553,11,BEL,"LM,FW",26-253,Brighton,2210000,447.14
188,Jeffrey Gouweleeuw,5411,3,0,1,1,18,7,18,0,3502,86,118,72,2.2,1.4,1.6,56,2,2123,2823,211,1837,46,38,27,0.75203684,6,NED,CB,30-035,Augsburg,1500000,132.01
189,Robert Lewandowski,5404,76,10,13,14,284,131,6,0,2152,25,9,26,64.3,53.5,9.1,191,32,1091,1461,148,1248,97,124,69,0.746748802,9,POL,FW,32-357,Bayern Munich,23000000,597.25
190,Marcos Llorente,5403,12,13,0,0,65,24,11,0,3311,122,56,73,4.4,4.4,8.1,148,23,2152,2682,221,1891,153,96,58,0.802386279,14,ESP,"RW,CM",26-197,Atlético Madrid,2100000,1271.6
191,Kylian Mbappe,5403,55,24,10,10,241,106,15,0,3295,15,8,13,46.3,38.4,17.7,289,67,1928,2459,187,2368,373,386,202,0.78405856,7,FRA,FW,22-230,Paris S-G,32090000,1076.2
192,Brendan Chardonnet,5402,6,1,0,0,35,15,9,2,3648,95,119,96,3.6,3.6,1,39,5,2427,2975,189,2177,38,9,6,0.815798319,5,FRA,CB,26-228,Brest,60000,73.8
193,Koen Casteels,5400,0,0,0,0,0,0,1,0,2454,0,2,1,0,0,0,3,0,1794,2332,1,1464,0,3,3,0.769296741,1,BEL,GK,29-050,Wolfsburg,3400000,323.78
194,Stefan Savic,5393,1,0,0,0,22,7,26,0,3656,86,79,52,2.9,2.9,0,38,4,2626,3140,177,2154,60,15,14,0.836305732,15,MNE,CB,30-219,Atlético Madrid,4500000,1271.6
195,Guido Rodriguez,5393,2,2,0,0,51,17,19,1,3799,195,99,107,2.9,2.9,1.1,93,5,2623,3103,250,1961,27,70,53,0.845310989,21,ARG,DM,27-138,Betis,2680000,385.32
196,John Brooks,5389,3,1,0,0,30,6,7,0,4329,94,96,68,2.1,2.1,0.7,46,1,3055,3679,274,2550,50,24,15,0.830388693,25,USA,CB,28-198,Wolfsburg,3950000,323.78
197,Richarlison,5384,17,8,4,4,149,51,13,1,2178,90,26,70,18.7,15.4,6.8,158,17,865,1359,100,1328,157,184,101,0.636497425,7,BRA,"LW,AM,LM",24-096,Everton,4680000,830.13
198,Conor Gallagher,5376,10,5,0,0,81,29,21,0,2891,150,56,105,7.4,7.4,4.8,137,12,1627,2148,191,1502,74,130,72,0.75744879,23,ENG,RM,21-196,Crystal Palace,780000,255.145
199,Davide Faraoni,5373,8,12,0,0,64,18,16,1,3560,124,70,86,6,6,5.8,96,16,1947,2806,255,1552,57,85,29,0.693870278,5,ITA,WB,29-306,Hellas Verona,930000,177.008
200,Wilfried Zaha,5372,25,3,7,9,120,44,12,1,2610,66,14,49,17.5,10.2,8,207,22,1339,1758,193,1909,216,269,130,0.761660978,11,CIV,FW,28-277,Crystal Palace,6760000,255.145
201,Ivan Provedel,5371,0,0,0,0,1,1,3,0,2772,2,4,0,0,0,0,3,1,1778,2603,2,1660,0,1,1,0.68305801,94,ITA,GK,27-213,Spezia,560000,38.097
202,Nacho,5368,4,1,0,0,29,7,18,1,3895,88,103,62,2.9,2.9,1.8,87,11,2822,3356,211,2080,85,28,17,0.840882002,6,ESP,CB,31-208,Real Madrid,7690000,1178.05
203,Pablo Fornals,5367,11,7,0,0,93,26,7,0,3138,98,63,92,10.7,10.7,8.6,190,22,1905,2535,325,1802,108,114,52,0.75147929,8,ESP,"LW,AM",25-174,West Ham,3500000,594.61
204,Vincent Le Goff,5366,1,1,0,0,35,8,1,0,3594,103,81,45,1.4,1.4,3.7,113,6,2430,3134,254,1907,104,44,27,0.775366943,25,FRA,LB,31-297,Lorient,250000,53.5
205,Franck Honorat,5357,19,8,0,0,101,54,6,0,2871,82,26,39,8.3,8.3,15,237,24,1515,2282,167,1627,200,139,62,0.663891323,9,FRA,RW,24-361,Brest,370000,73.8
206,Rick Karsdorp,5356,1,8,0,0,15,5,11,1,3470,89,64,40,1,1,10.2,136,12,2536,3117,247,1819,78,46,31,0.813602823,2,NED,RB,26-192,Roma,4070000,1045.163
207,Rodrigo De Paul,5352,12,10,3,3,103,28,12,2,4207,96,38,56,7.8,5.4,15.8,275,24,2655,3541,470,2648,232,220,147,0.749788195,5,ARG,CM,27-083,Atlético Madrid,6670000,1271.6
208,Francesco Acerbi,5349,4,1,0,0,24,7,11,2,4725,76,110,61,3.6,3.6,1.5,48,7,3691,4140,260,2774,72,14,10,0.891545894,33,ITA,CB,33-192,Lazio,4630000,346.366
209,Omar Colley,5336,2,0,0,0,23,4,12,1,3470,75,148,74,2.4,2.4,0.1,17,1,2309,2808,170,1895,24,6,5,0.822293447,15,GAM,CB,28-303,Sampdoria,1760000,462.381
211,Nicolas Hofler,5329,3,7,0,0,53,19,16,0,3210,127,112,84,3.3,3.3,2.8,91,19,2155,2582,257,1588,41,79,57,0.834624322,27,GER,CM,31-158,Freiburg,900000,190.475
212,Matthias Ginter,5325,3,1,0,0,54,22,4,0,4698,62,84,64,3.6,3.6,3.6,80,8,3469,4161,303,2957,83,21,16,0.833693824,28,GER,CB,27-206,M'Gladbach,3100000,247.63
213,David Alaba,5317,4,7,0,0,42,13,6,0,4728,60,65,55,2.5,2.5,3.9,105,15,3717,4258,396,3183,96,29,20,0.872945045,4,AUT,LB,29-051,Real Madrid,22500000,1178.05
214,Waldemar Anton,5306,2,2,0,0,36,10,9,1,4567,71,79,55,3.3,3.3,2.3,68,7,3376,3923,224,2836,50,39,30,0.860565893,2,GER,CB,25-025,Stuttgart,750000,175.73
215,Ridle Baku,5304,9,12,0,0,71,20,5,0,3655,116,64,100,4.9,4.9,9,179,24,2169,2913,219,1952,150,147,75,0.744593203,20,GER,RW,23-128,Wolfsburg,600000,323.78
216,Domenico Berardi,5294,32,21,13,14,209,72,13,0,3464,74,57,62,26.2,15.1,14.7,321,40,1980,2712,347,2178,178,131,60,0.730088496,25,ITA,RW,27-042,Sassuolo,3330000,428.985
217,Sergio Canales,5289,13,14,2,3,98,34,10,0,4072,40,23,34,9.2,7,12.5,255,28,3048,3657,438,2635,201,100,61,0.833470057,10,ESP,DM,30-179,Betis,1370000,385.32
218,Kyle Walker-Peters,5278,1,4,0,0,44,14,9,0,3735,140,75,70,2,2,3.9,123,17,2392,3037,236,1975,226,160,110,0.787619361,2,ENG,LB,24-131,Southampton,1040000,503.82
219,Emerson,5277,2,5,0,0,26,7,14,1,4127,163,83,58,2.8,2.8,4.9,120,8,2703,3386,200,2095,159,81,41,0.798287064,12,BRA,RB,22-240,Tottenham,2170000,699.47
220,Raphinha,5275,17,12,4,4,151,45,10,0,3241,85,58,74,16,12.8,15.3,256,25,1511,2365,231,1820,191,256,118,0.638900634,10,BRA,RM,24-243,Leeds United,3302000,165.7
221,Darko Lazovic,5269,4,13,0,0,78,21,5,0,3418,65,39,45,6.1,6.1,10.9,157,18,2079,2929,330,1627,169,94,46,0.709798566,8,SRB,"WB,LB",30-340,Hellas Verona,1110000,177.008
222,Vladimir Coufal,5263,0,11,0,0,26,9,8,1,3777,118,63,72,1.8,1.8,7.5,134,17,2186,3185,241,1675,121,47,30,0.686342229,5,CZE,RB,28-358,West Ham,1820000,594.61
223,Jonas Omlin,5260,0,0,0,0,0,0,0,2,2224,3,0,0,0,0,0,6,2,1549,2056,0,1242,0,3,3,0.753404669,1,SUI,GK,27-252,Montpellier,840000,160.75
224,Cristiano Ronaldo,5258,47,5,9,11,267,100,11,0,2610,14,7,19,45.5,36.9,6.6,204,25,1564,1982,181,1462,221,127,78,0.789101917,7,POR,FW,36-218,Manchester Utd,26800000,947.13
225,Mason Mount,5253,17,15,2,2,156,52,6,0,3869,116,44,58,14.5,12.9,15.1,288,33,2547,3178,397,2250,223,123,61,0.801447451,19,ENG,AM,22-216,Chelsea,4600000,1491.716
226,Milan Badelj,5252,2,4,0,0,38,9,11,0,3827,120,172,90,1.3,1.3,4.6,134,10,2525,3172,346,1980,42,96,70,0.796027743,47,CRO,CM,32-177,Genoa,1790000,511.115
227,Nacho Vidal,5250,0,1,0,0,31,3,19,0,3259,139,101,71,2,2,3.7,93,7,1778,2544,180,1258,49,81,38,0.698899371,2,ESP,RB,26-202,Osasuna,1010000,36.05
228,Alexander Djiku,5246,1,0,0,0,31,10,18,1,3615,110,152,58,4.2,4.2,1.1,56,5,2491,3001,239,2106,26,22,12,0.830056648,24,GHA,CB,26-364,Strasbourg,840000,102.65
229,Ruben Dias,5245,3,4,0,0,32,9,9,0,5425,50,58,50,4.7,4.7,3.3,58,9,4664,5009,293,3802,71,12,8,0.931123977,3,POR,CB,24-093,Manchester City,8320000,1252.81
230,Alessandro Bastoni,5233,1,5,0,0,19,3,10,0,4583,80,75,56,1.4,1.4,3.4,86,11,3664,4116,278,2929,100,34,23,0.890184645,95,ITA,CB,22-130,Inter,5190000,1112.366
231,Thomas Muller,5232,19,37,1,1,105,43,0,0,3636,84,36,75,18.5,17.7,22.7,293,55,2230,3055,306,1877,97,59,40,0.7299509,25,GER,AM,31-334,Bayern Munich,20000000,597.25
232,Nicolas Pallois,5223,3,0,0,0,22,6,16,2,3109,109,90,84,2.2,2.2,0.1,21,2,1938,2449,176,1622,36,35,26,0.791343405,4,FRA,CB,33-321,Nantes,1320000,145.4
233,Yves Bissouma,5222,2,2,0,0,63,8,18,1,3611,180,114,75,2.1,2.1,1.4,90,7,2537,2890,238,2050,95,124,87,0.877854671,8,MLI,CM,24-349,Brighton,1300000,447.14
234,Martin Terrier,5215,30,10,3,3,132,61,3,1,2370,88,34,52,19.4,17.1,7.7,197,27,1383,1755,187,1436,142,102,54,0.788034188,7,FRA,FW,24-157,Rennes,1290000,469.93
235,Carlos Soler,5209,22,13,14,16,62,23,11,0,3055,70,37,54,18.7,5.9,8.6,171,22,1931,2561,254,1621,86,77,44,0.754002343,10,ESP,"CM,RM",24-223,Valencia,2100000,504.3
236,Kevin Volland,5205,25,16,1,1,106,53,14,0,1953,57,7,43,18.9,18.1,12.1,136,29,935,1421,186,1167,74,80,35,0.657987333,31,GER,FW,29-007,Monaco,3600000,1265.23
237,Luis Rioja,5201,5,5,0,0,68,25,7,0,2220,49,45,45,6,6,8,146,16,995,1592,119,1301,193,202,110,0.625,11,ESP,RW,27-302,Alavés,820000,82.63
238,Andy Delort,5199,33,12,3,4,199,77,7,0,2350,29,13,25,28.5,25.3,11,172,25,986,1695,131,1300,72,109,50,0.581710914,9,ALG,FW,29-303,Montpellier,480000,160.75
239,Andreas Luthe,5198,0,0,0,0,0,0,4,0,2283,1,0,1,0,0,0,4,0,1471,2148,0,1249,0,1,1,0.684823091,1,GER,GK,34-157,Union Berlin,380000,59.57
240,Roger Ibanez,5197,3,2,0,0,36,9,16,1,4235,113,129,64,3.3,3.3,1.9,60,7,3125,3586,220,2489,73,39,26,0.871444506,3,BRA,CB,22-272,Roma,1920000,1045.163
241,Anthony Caci,5192,1,5,0,0,23,4,4,0,4149,145,88,52,0.9,0.9,6.4,104,8,2724,3548,333,2216,117,83,50,0.767756483,19,FRA,"LB,RB",24-038,Strasbourg,30000,102.65
242,Dimitri Foulquier,5185,0,5,0,0,24,9,18,0,2734,71,56,45,1.4,1.4,2,75,11,1565,2216,147,1193,90,82,50,0.706227437,2,FRA,RB,28-146,Granada,1870000,52.25
243,Lionel Messi,5176,36,23,3,5,280,114,4,0,4738,28,10,17,32.3,28,17.9,397,61,3354,4059,626,3587,328,346,223,0.826311899,30,ARG,RW,34-066,Paris S-G,63640000,1076.2
244,Ruben Duarte,5166,1,5,0,0,23,5,17,2,3337,131,123,84,1.6,1.6,5.1,120,8,1835,2700,196,1337,62,22,10,0.67962963,3,ESP,LB,25-300,Alavés,570000,82.63
245,Inaki Williams,5164,14,11,2,2,146,51,5,0,1840,25,8,31,20.1,18.5,10.8,137,14,795,1240,79,1032,149,115,61,0.641129032,9,GHA,FW,27-062,Athletic Club,5970000,221.9
246,Jonathan David,5158,28,2,2,3,122,63,3,0,1809,41,8,33,24,21.7,5.8,149,17,948,1235,114,1122,89,101,50,0.767611336,9,CAN,FW,21-206,Lille,1680000,675.665
247,Jose Luis Morales,5158,26,10,3,6,133,57,10,0,2154,45,15,46,21.9,17.1,10.3,177,24,992,1508,172,1325,178,229,95,0.657824934,11,ESP,"LM,FW",34-022,Levante,1840000,129.3
248,Charlie Taylor,5157,0,4,0,0,10,2,4,0,3368,93,87,78,0.2,0.2,5.5,83,11,1890,2717,164,1524,120,100,52,0.695620169,3,ENG,LB,27-330,Burnley,1300000,257.44
249,Denis Bouanga,5156,16,10,3,4,181,65,11,1,2607,98,28,62,20.4,17.3,7.7,168,23,1045,1589,117,1518,164,248,113,0.657646318,20,GAB,"LW,LM",26-270,Saint-Étienne,1340000,178.1
250,Joel Veltman,5155,2,2,0,0,26,6,9,0,4048,141,78,70,1.8,1.8,3.3,95,3,2605,3406,260,2066,64,68,34,0.764826776,34,NED,LB,29-225,Brighton,2000000,447.14
251,Lorenzo Insigne,5155,30,16,16,21,217,64,4,1,4070,49,57,60,30.9,14.1,13.9,284,33,2694,3381,342,2672,242,185,106,0.796805679,24,ITA,"FW,LW",30-079,Napoli,8520000,733.75
252,Henrikh Mkhitaryan,5150,18,16,1,1,131,48,6,1,3017,103,60,67,14.5,13.7,12.7,211,30,1852,2348,287,1599,184,141,82,0.788756388,77,ARM,LW,32-213,Roma,4490000,1045.163
253,Moussa Diaby,5148,17,23,0,1,103,51,15,1,2536,30,20,22,12.5,11.7,16,197,43,1450,1961,172,1787,273,246,113,0.739418664,19,FRA,RW,22-038,Leverkusen,1900000,585.95
254,Damian Suarez,5145,1,3,0,0,24,6,26,1,3345,133,62,89,0.3,0.3,3.7,118,8,1860,2818,251,1351,61,81,37,0.660042583,22,URU,RB,33-108,Getafe,620000,146.8
255,Achraf Hakimi,5144,11,14,0,0,59,26,9,1,3935,127,50,57,7.2,7.2,10.2,141,28,2879,3369,197,2351,184,117,54,0.854556248,2,MAR,RB,22-276,Paris S-G,14550000,1076.2
256,Stefan de Vrij,5144,1,0,0,0,32,7,5,0,3945,66,73,41,3.7,3.7,0.4,26,4,3281,3538,166,2314,34,11,10,0.92736009,6,NED,CB,29-197,Inter,7040000,1112.366
257,Maximilian Eggestein,5136,3,7,0,0,45,11,7,0,2885,105,73,65,1.9,1.9,4.6,129,13,1724,2309,301,1368,68,39,19,0.746643569,8,GER,CM,24-256,Freiburg,740000,190.475
258,Wissam Ben Yedder,5136,45,12,18,20,132,57,6,0,2106,36,13,28,37.6,22,12,166,30,1147,1581,182,1227,120,116,55,0.725490196,10,FRA,FW,30-359,Monaco,7800000,1265.23
259,Lucas Digne,5120,0,11,0,0,31,3,8,1,3833,109,68,73,1.2,1.2,8.9,164,20,2357,3276,195,1756,118,58,29,0.719474969,12,FRA,LB,28-025,Everton,8500000,830.13
262,Karl Toko Ekambi,5107,26,11,2,2,164,75,6,0,2559,29,46,46,30,28.4,12.1,182,27,1483,1916,146,1772,207,190,105,0.774008351,7,CMR,RW,28-327,Lyon,1530000,800.84
263,Jose Luis Palomino,5100,2,2,0,0,18,4,12,0,3844,145,179,73,2.4,2.4,1.1,36,5,2622,3217,249,2011,31,10,8,0.815045073,6,ARG,CB,31-228,Atalanta,1480000,633.372
264,Jonathan Tah,5097,3,2,0,0,25,5,7,0,4480,55,76,50,2,2,1.9,30,3,3463,3904,227,2747,31,29,23,0.887038934,4,GER,CB,25-184,Leverkusen,1500000,585.95
265,Cheikhou Kouyate,5095,1,1,0,0,14,2,7,0,2683,110,70,82,1.2,1.2,1.6,30,3,1648,2091,86,1264,13,29,23,0.788139646,8,SEN,CB,31-236,Crystal Palace,3380000,255.145
266,Hakan Calhanoglu,5094,11,21,4,4,144,37,15,0,4025,67,40,50,10.4,7.1,17.9,349,40,2720,3437,359,2282,163,87,49,0.791387838,20,TUR,"DM,FW",27-194,Inter,9260000,1112.366
267,Ruben Garcia,5093,4,11,1,3,60,17,3,0,3080,93,53,59,5.5,3.2,8.8,207,22,1677,2478,194,1632,79,94,49,0.676755448,14,ESP,LB,28-031,Osasuna,1350000,36.05
268,Vincenzo Grifo,5088,18,17,9,10,116,41,2,0,3086,45,40,25,16.9,8.9,14.2,268,38,1881,2576,282,1697,122,117,68,0.730201863,32,ITA,AM,28-129,Freiburg,950000,190.475
269,Sasa Lukic,5088,8,4,3,3,48,14,14,0,3058,83,41,57,6.6,4.2,5,140,12,2144,2545,220,1829,122,75,51,0.842436149,10,SRB,CM,25-008,Torino,1300000,331.15
270,Andrej Kramaric,5086,26,14,5,5,184,74,4,0,2605,15,16,18,27.8,23.9,12.2,194,27,1609,2083,240,1696,184,106,55,0.772443591,27,CRO,FW,30-056,Hoffenheim,2900000,298.42
271,Maxence Lacroix,5081,1,1,0,0,33,5,10,3,4094,108,125,86,3,3,0.9,51,4,2713,3315,243,2355,38,52,44,0.818401207,4,FRA,CB,21-130,Wolfsburg,190000,323.78
